evaluations raw_y y y_p misses hits c__w_allowed_tinf_ c__w_allowed_inc_ c__bending_capacity_ c__shear_VRd_max_ c__min_slab_depth_fire_ c__min_reinforcement_crack_ c__min_reinforcement_ductility_ c__max_reinforcement c__max_reinforcement_spacing_lay_1 c__max_reinforcement_spacing_lay_2 c__max_reinforcement_spacing_lay_3 c__min_reinforcement_spacing_lay_1 c__min_reinforcement_spacing_lay_2 c__min_reinforcement_spacing_lay_3 c__reinforcement_outside_cross_section c__vibration_f_min_Hz c__beam_bending_capacity_ c__beam_shear_VRd_max_ c__beam_min_width_fire_ c__beam_min_reinforcement_crack_ c__beam_min_reinforcement_duct_ c__beam_max_reinforcement_ c__beam_min_spacing_lay_1_ c__beam_min_spacing_lay_2_ c__beam_deflection_tinf_ var__slab_depth_mm var__reinforcement_spacing_lay_1_mm var__reinforcement_spacing_lay_2_mm var__reinforcement_spacing_lay_3_mm var__reinforcement_layer_active_2_ var__reinforcement_layer_active_3_ var__reinforcement_diameter_mm var__concrete_grade_MPa var__beam_depth_mm var__beam_reinforcement_diameter_mm var__beam_reinforcement_spacing_lay_1_mm var__beam_reinforcement_spacing_lay_2_mm var__beam_reinforcement_layer_active_2_
11 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 11.0000000000 275.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 130.0000000000 90.9000000000 100.0000000000 90.9000000000 0.0000000000 1.0000000000 28.0000000000 90.0000000000 200.0000000000 14.0000000000 30.0000000000 60.0000000000 1.0000000000
12 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 12.0000000000 300.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 160.0000000000 43.5000000000 47.6000000000 40.0000000000 0.0000000000 0.0000000000 24.0000000000 20.0000000000 200.0000000000 14.0000000000 30.0000000000 80.0000000000 0.0000000000
13 1829857.2762596251 136.7028316250 1829857.2762596251 13.0000000000 325.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 110.0000000000 71.4000000000 47.6000000000 111.1000000000 1.0000000000 0.0000000000 20.0000000000 30.0000000000 450.0000000000 32.0000000000 40.0000000000 60.0000000000 0.0000000000
14 35052.7604715425 161.7366043546 35052.7604715425 14.0000000000 350.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 230.0000000000 58.8000000000 55.6000000000 200.0000000000 0.0000000000 0.0000000000 24.0000000000 60.0000000000 500.0000000000 20.0000000000 20.0000000000 48.0000000000 0.0000000000
15 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 15.0000000000 375.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 320.0000000000 38.5000000000 66.7000000000 38.5000000000 0.0000000000 1.0000000000 10.0000000000 16.0000000000 600.0000000000 12.0000000000 26.6700000000 48.0000000000 0.0000000000
16 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 16.0000000000 400.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 210.0000000000 35.7000000000 52.6000000000 35.7000000000 1.0000000000 1.0000000000 20.0000000000 30.0000000000 200.0000000000 16.0000000000 30.0000000000 21.8200000000 1.0000000000
17 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 17.0000000000 425.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 340.0000000000 35.7000000000 35.7000000000 40.0000000000 0.0000000000 0.0000000000 12.0000000000 70.0000000000 500.0000000000 14.0000000000 30.0000000000 24.0000000000 1.0000000000
18 53895.4362910364 110.7155066116 53895.4362910364 18.0000000000 450.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 160.0000000000 43.5000000000 40.0000000000 200.0000000000 0.0000000000 0.0000000000 14.0000000000 80.0000000000 500.0000000000 24.0000000000 24.0000000000 48.0000000000 0.0000000000
19 46101.5835343930 131.0274625152 46101.5835343930 19.0000000000 475.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 280.0000000000 66.7000000000 35.7000000000 47.6000000000 0.0000000000 1.0000000000 16.0000000000 25.0000000000 500.0000000000 16.0000000000 48.0000000000 26.6700000000 1.0000000000
20 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 20.0000000000 500.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 170.0000000000 40.0000000000 41.7000000000 142.9000000000 1.0000000000 0.0000000000 12.0000000000 45.0000000000 300.0000000000 12.0000000000 80.0000000000 60.0000000000 0.0000000000
21 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 21.0000000000 525.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 290.0000000000 166.7000000000 43.5000000000 142.9000000000 0.0000000000 1.0000000000 28.0000000000 90.0000000000 450.0000000000 16.0000000000 80.0000000000 30.0000000000 0.0000000000
22 609809.1159191492 416.1222323662 609809.1159191492 22.0000000000 550.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 250.0000000000 50.0000000000 38.5000000000 83.3000000000 1.0000000000 1.0000000000 28.0000000000 55.0000000000 500.0000000000 28.0000000000 20.0000000000 21.8200000000 1.0000000000
23 713713.2696315389 151.4704748418 713713.2696315389 23.0000000000 575.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 120.0000000000 50.0000000000 76.9000000000 125.0000000000 1.0000000000 1.0000000000 20.0000000000 45.0000000000 400.0000000000 14.0000000000 40.0000000000 40.0000000000 0.0000000000
24 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 24.0000000000 600.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 360.0000000000 200.0000000000 71.4000000000 166.7000000000 0.0000000000 1.0000000000 16.0000000000 60.0000000000 250.0000000000 14.0000000000 21.8200000000 21.8200000000 0.0000000000
25 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 25.0000000000 625.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 380.0000000000 47.6000000000 58.8000000000 71.4000000000 0.0000000000 1.0000000000 24.0000000000 45.0000000000 200.0000000000 14.0000000000 21.8200000000 30.0000000000 0.0000000000
26 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 26.0000000000 650.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 100.0000000000 90.9000000000 90.9000000000 125.0000000000 0.0000000000 0.0000000000 10.0000000000 20.0000000000 400.0000000000 10.0000000000 21.8200000000 60.0000000000 0.0000000000
27 151820.5501413901 151.2633386201 151820.5501413901 27.0000000000 675.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 220.0000000000 83.3000000000 83.3000000000 100.0000000000 0.0000000000 0.0000000000 24.0000000000 55.0000000000 300.0000000000 28.0000000000 40.0000000000 30.0000000000 1.0000000000
28 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 28.0000000000 700.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 190.0000000000 35.7000000000 38.5000000000 38.5000000000 1.0000000000 0.0000000000 16.0000000000 80.0000000000 250.0000000000 14.0000000000 34.2900000000 26.6700000000 0.0000000000
29 593367.2219715994 229.1096060285 593367.2219715994 29.0000000000 725.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 190.0000000000 41.7000000000 200.0000000000 41.7000000000 0.0000000000 1.0000000000 24.0000000000 20.0000000000 550.0000000000 28.0000000000 40.0000000000 60.0000000000 0.0000000000
30 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 30.0000000000 750.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 190.0000000000 43.5000000000 40.0000000000 83.3000000000 0.0000000000 0.0000000000 32.0000000000 20.0000000000 250.0000000000 24.0000000000 80.0000000000 48.0000000000 1.0000000000
31 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 31.0000000000 775.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 190.0000000000 50.0000000000 52.6000000000 90.9000000000 0.0000000000 0.0000000000 28.0000000000 16.0000000000 250.0000000000 14.0000000000 60.0000000000 30.0000000000 1.0000000000
32 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 32.0000000000 800.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 240.0000000000 83.3000000000 58.8000000000 41.7000000000 1.0000000000 1.0000000000 28.0000000000 16.0000000000 250.0000000000 24.0000000000 40.0000000000 48.0000000000 1.0000000000
33 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 33.0000000000 825.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 210.0000000000 35.7000000000 71.4000000000 38.5000000000 1.0000000000 1.0000000000 16.0000000000 90.0000000000 450.0000000000 10.0000000000 26.6700000000 21.8200000000 0.0000000000
34 16427.3343586422 287.4562669924 16427.3343586422 34.0000000000 850.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 380.0000000000 52.6000000000 43.5000000000 100.0000000000 1.0000000000 1.0000000000 20.0000000000 90.0000000000 400.0000000000 20.0000000000 120.0000000000 34.2900000000 1.0000000000
35 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 35.0000000000 875.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 210.0000000000 45.5000000000 52.6000000000 111.1000000000 1.0000000000 0.0000000000 14.0000000000 55.0000000000 200.0000000000 16.0000000000 40.0000000000 20.0000000000 1.0000000000
36 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 36.0000000000 900.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 280.0000000000 125.0000000000 66.7000000000 71.4000000000 1.0000000000 0.0000000000 28.0000000000 55.0000000000 550.0000000000 10.0000000000 21.8200000000 20.0000000000 0.0000000000
37 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 37.0000000000 925.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 120.0000000000 83.3000000000 52.6000000000 55.6000000000 0.0000000000 1.0000000000 20.0000000000 80.0000000000 450.0000000000 12.0000000000 20.0000000000 20.0000000000 0.0000000000
38 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 38.0000000000 950.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 320.0000000000 47.6000000000 111.1000000000 52.6000000000 1.0000000000 1.0000000000 20.0000000000 50.0000000000 500.0000000000 24.0000000000 80.0000000000 21.8200000000 0.0000000000
39 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 39.0000000000 975.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 300.0000000000 71.4000000000 200.0000000000 47.6000000000 0.0000000000 1.0000000000 14.0000000000 25.0000000000 300.0000000000 28.0000000000 21.8200000000 20.0000000000 0.0000000000
40 193528.0227738820 226.5623126393 193528.0227738820 40.0000000000 1000.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 320.0000000000 125.0000000000 43.5000000000 66.7000000000 1.0000000000 0.0000000000 28.0000000000 20.0000000000 550.0000000000 16.0000000000 80.0000000000 48.0000000000 1.0000000000
41 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 41.0000000000 1025.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 230.0000000000 100.0000000000 100.0000000000 45.5000000000 1.0000000000 0.0000000000 28.0000000000 25.0000000000 300.0000000000 10.0000000000 34.2900000000 21.8200000000 1.0000000000
