evaluations raw_y y y_p misses hits c__w_allowed_tinf_ c__w_allowed_inc_ c__bending_capacity_ c__shear_VRd_max_ c__min_slab_depth_fire_ c__min_reinforcement_crack_ c__min_reinforcement_ductility_ c__max_reinforcement c__max_reinforcement_spacing_lay_1 c__max_reinforcement_spacing_lay_2 c__max_reinforcement_spacing_lay_3 c__min_reinforcement_spacing_lay_1 c__min_reinforcement_spacing_lay_2 c__min_reinforcement_spacing_lay_3 c__reinforcement_outside_cross_section c__vibration_f_min_Hz c__beam_bending_capacity_ c__beam_shear_VRd_max_ c__beam_min_width_fire_ c__beam_min_reinforcement_crack_ c__beam_min_reinforcement_duct_ c__beam_max_reinforcement_ c__beam_min_spacing_lay_1_ c__beam_min_spacing_lay_2_ c__beam_deflection_tinf_ var__slab_depth_mm var__reinforcement_spacing_lay_1_mm var__reinforcement_spacing_lay_2_mm var__reinforcement_spacing_lay_3_mm var__reinforcement_layer_active_2_ var__reinforcement_layer_active_3_ var__reinforcement_diameter_mm var__concrete_grade_MPa var__beam_depth_mm var__beam_reinforcement_diameter_mm var__beam_reinforcement_spacing_lay_1_mm var__beam_reinforcement_spacing_lay_2_mm var__beam_reinforcement_layer_active_2_
13 1631.6393629118 156.0707587765 1631.6393629118 13.0000000000 325.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 340.0000000000 166.7000000000 47.6000000000 37.0000000000 0.0000000000 1.0000000000 12.0000000000 55.0000000000 600.0000000000 16.0000000000 120.0000000000 20.0000000000 1.0000000000
14 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 14.0000000000 350.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 390.0000000000 250.0000000000 250.0000000000 250.0000000000 1.0000000000 1.0000000000 10.0000000000 16.0000000000 200.0000000000 10.0000000000 120.0000000000 120.0000000000 1.0000000000
15 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 15.0000000000 375.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 390.0000000000 142.9000000000 34.5000000000 200.0000000000 0.0000000000 0.0000000000 10.0000000000 90.0000000000 200.0000000000 12.0000000000 120.0000000000 120.0000000000 0.0000000000
16 575366.3276459087 713.7722749875 575366.3276459087 16.0000000000 400.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 350.0000000000 34.5000000000 35.7000000000 33.3000000000 1.0000000000 1.0000000000 32.0000000000 80.0000000000 600.0000000000 32.0000000000 21.8200000000 80.0000000000 0.0000000000
17 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 17.0000000000 425.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 380.0000000000 166.7000000000 166.7000000000 52.6000000000 1.0000000000 1.0000000000 24.0000000000 80.0000000000 600.0000000000 10.0000000000 24.0000000000 120.0000000000 1.0000000000
18 848.8957518082 158.1682419272 848.8957518082 18.0000000000 450.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 310.0000000000 76.9000000000 45.5000000000 50.0000000000 0.0000000000 1.0000000000 12.0000000000 80.0000000000 550.0000000000 16.0000000000 60.0000000000 30.0000000000 1.0000000000
19 1284.2473041238 158.3656615226 1284.2473041238 19.0000000000 475.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 320.0000000000 111.1000000000 47.6000000000 50.0000000000 0.0000000000 1.0000000000 14.0000000000 60.0000000000 550.0000000000 20.0000000000 80.0000000000 34.2900000000 1.0000000000
20 18747.9093983228 145.5340239508 18747.9093983228 20.0000000000 500.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 240.0000000000 55.6000000000 71.4000000000 76.9000000000 1.0000000000 1.0000000000 14.0000000000 55.0000000000 500.0000000000 16.0000000000 34.2900000000 48.0000000000 0.0000000000
21 25056.3400906567 375.1035781094 25056.3400906567 21.0000000000 525.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 340.0000000000 52.6000000000 142.9000000000 35.7000000000 0.0000000000 1.0000000000 28.0000000000 90.0000000000 500.0000000000 14.0000000000 80.0000000000 24.0000000000 1.0000000000
22 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 22.0000000000 550.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 370.0000000000 66.7000000000 142.9000000000 33.3000000000 0.0000000000 1.0000000000 10.0000000000 90.0000000000 350.0000000000 10.0000000000 34.2900000000 21.8200000000 0.0000000000
23 10022.0745242337 308.6512408820 10022.0745242337 23.0000000000 575.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 320.0000000000 125.0000000000 47.6000000000 40.0000000000 0.0000000000 1.0000000000 28.0000000000 90.0000000000 600.0000000000 20.0000000000 120.0000000000 24.0000000000 1.0000000000
24 1618.1549709664 182.9982779927 1618.1549709664 24.0000000000 600.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 350.0000000000 100.0000000000 41.7000000000 41.7000000000 0.0000000000 1.0000000000 14.0000000000 70.0000000000 550.0000000000 20.0000000000 80.0000000000 24.0000000000 1.0000000000
25 2459.0781033492 178.2163164040 2459.0781033492 25.0000000000 625.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 320.0000000000 100.0000000000 37.0000000000 62.5000000000 1.0000000000 1.0000000000 12.0000000000 70.0000000000 600.0000000000 20.0000000000 80.0000000000 26.6700000000 1.0000000000
26 944.9835528361 170.0649068308 944.9835528361 26.0000000000 650.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 340.0000000000 250.0000000000 33.3000000000 34.5000000000 0.0000000000 1.0000000000 10.0000000000 90.0000000000 600.0000000000 24.0000000000 120.0000000000 34.2900000000 1.0000000000
27 547.4942157761 157.9733777757 547.4942157761 27.0000000000 675.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 310.0000000000 76.9000000000 52.6000000000 55.6000000000 0.0000000000 1.0000000000 12.0000000000 80.0000000000 600.0000000000 28.0000000000 60.0000000000 24.0000000000 0.0000000000
28 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 28.0000000000 700.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 340.0000000000 76.9000000000 45.5000000000 50.0000000000 0.0000000000 1.0000000000 14.0000000000 80.0000000000 600.0000000000 16.0000000000 60.0000000000 30.0000000000 0.0000000000
29 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 29.0000000000 725.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 300.0000000000 83.3000000000 45.5000000000 50.0000000000 0.0000000000 1.0000000000 14.0000000000 90.0000000000 550.0000000000 16.0000000000 80.0000000000 30.0000000000 0.0000000000
30 964.0765278958 159.4954559985 964.0765278958 30.0000000000 750.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 310.0000000000 71.4000000000 45.5000000000 50.0000000000 0.0000000000 1.0000000000 12.0000000000 80.0000000000 550.0000000000 16.0000000000 60.0000000000 26.6700000000 1.0000000000
31 811.4515435801 159.6216872265 811.4515435801 31.0000000000 775.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 310.0000000000 76.9000000000 45.5000000000 50.0000000000 0.0000000000 1.0000000000 12.0000000000 80.0000000000 600.0000000000 16.0000000000 60.0000000000 26.6700000000 1.0000000000
32 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 32.0000000000 800.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 110.0000000000 250.0000000000 43.5000000000 41.7000000000 0.0000000000 1.0000000000 10.0000000000 25.0000000000 550.0000000000 32.0000000000 20.0000000000 20.0000000000 1.0000000000
33 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 33.0000000000 825.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 240.0000000000 200.0000000000 35.7000000000 58.8000000000 0.0000000000 1.0000000000 10.0000000000 50.0000000000 550.0000000000 28.0000000000 80.0000000000 20.0000000000 1.0000000000
34 3004.9750439302 164.3854314892 3004.9750439302 34.0000000000 850.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 290.0000000000 125.0000000000 52.6000000000 34.5000000000 1.0000000000 1.0000000000 10.0000000000 80.0000000000 550.0000000000 24.0000000000 80.0000000000 26.6700000000 1.0000000000
35 4919.5428870796 157.1737518273 4919.5428870796 35.0000000000 875.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 290.0000000000 111.1000000000 45.5000000000 45.5000000000 0.0000000000 1.0000000000 12.0000000000 70.0000000000 600.0000000000 24.0000000000 80.0000000000 21.8200000000 1.0000000000
36 2210.8647913028 137.5556114464 2210.8647913028 36.0000000000 900.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 270.0000000000 58.8000000000 43.5000000000 47.6000000000 0.0000000000 1.0000000000 10.0000000000 70.0000000000 550.0000000000 32.0000000000 48.0000000000 26.6700000000 0.0000000000
37 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 37.0000000000 925.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 100.0000000000 250.0000000000 33.3000000000 33.3000000000 1.0000000000 1.0000000000 32.0000000000 16.0000000000 600.0000000000 10.0000000000 20.0000000000 120.0000000000 1.0000000000
38 13174.3631208726 204.0608568455 13174.3631208726 38.0000000000 950.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 350.0000000000 58.8000000000 33.3000000000 34.5000000000 1.0000000000 0.0000000000 10.0000000000 80.0000000000 600.0000000000 32.0000000000 20.0000000000 48.0000000000 1.0000000000
39 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 39.0000000000 975.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 380.0000000000 33.3000000000 35.7000000000 35.7000000000 0.0000000000 0.0000000000 10.0000000000 55.0000000000 550.0000000000 28.0000000000 60.0000000000 60.0000000000 1.0000000000
40 8080.1711238795 202.8045729808 8080.1711238795 40.0000000000 1000.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 330.0000000000 200.0000000000 35.7000000000 33.3000000000 1.0000000000 1.0000000000 10.0000000000 90.0000000000 600.0000000000 32.0000000000 120.0000000000 21.8200000000 1.0000000000
41 3694.7341261937 156.3867800901 3694.7341261937 41.0000000000 1025.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 300.0000000000 83.3000000000 45.5000000000 50.0000000000 0.0000000000 1.0000000000 10.0000000000 70.0000000000 550.0000000000 28.0000000000 48.0000000000 26.6700000000 1.0000000000
